# Glossary in tab-separated format -*- coding: utf-8 -*-
pearóid-duine	parrot-man
mol	praise
imigh	go
léirigh	2	 v.t. Beat	 beat down	 subdue. Líon a léiriú	 to pound flax. ~ sé go binn iad	 he beat them soundly. Tá an duine bocht léirithe go maith	 the poor fellow is badly done up	 in bad shape.
léirigh	"v.t. & i. 1. Make clear	 explain	 illustrate. Caint	 smaointe	 an rud atá doiléir	 a léiriú	 to elucidate speech	 thoughts	 what is obscure. Rud a léiriú le sampla	 to illustrate sth. by example. ~ amach é	 set it forth clearly. Aerluas	 airde	 léirithe	 indicated airspeed	 elevation. 
2. Set in order	 arrange. Do chuid oibre	 do ghnóthaí	 a léiriú	 to order one’s work	 affairs	 properly. ~ ar an tseilf iad	 arrange them on the shelf. ~ ort	 get yourself ready. 
3. Clear up	 finish off. An béile a léiriú	 to finish off the meal. 
4. Th:Cin: Produce. Dráma a léiriú	 to produce a play.
[LIO] exhibit; show
№ 5. represent (like a metaphor)"
fan	stay	 wait	 remain
síl	1. think	 consider. 2. expect	 intend
geall	1. pledge	 promise. 2. allot	 ordain.
deir	(verb) abair 1.
lig	let
creid	believe
gabh	"A. take
B. 1. go. 2. come."
mair	live
labhair	speak
meas	estimate
tit	fall
úsáid	use
maith	forgive
teastaigh	Be wanted	 needed (ó	 by).
scríobh	write
iarr	1. ask	 request. 2. attempt	 try.
leag	1. knock down. 2. lower. 3. lay	 set.
suigh	sit
inis	tell
bunaigh	found	 establish; (with "ar") base on
cinn	A. 1. (Lit) step. B. fix	 determine	 decree. decide
tarraing	Pull	 draw. 1. (a) Pull	 tug	 draw towards oneself. (b) Draw along	 drag. (c) Haul. (d) Fish: draw nets. (e) Pull into position. (f) Drag out of position. (g) Row: pull an oar. (h) Pull to stop. 2. (a) Pick	 pluck. (b) Extract. 3. (a) Cause to flow. (b) Draw from container. (c) Draw matter from. (d) Spring. (e) Extract essence. 4. Take at random. 5. (a) Obtain from source. (b) Bank: draw a bill or cheque. 6. (a) Draw in	 breathe. (b) Cause draught. (c) Allow to come through. (d) Suck. 7. Attract. 8. Trace	 delineate. 9. Bring about	 cause	 induce. 10. Ship drawing water. 11. (a) Proceed. (b) Move towards.
caill	lose
cor	[vt] [vi] turn.
cas	twist	 turn
luaigh	mention; quote
foilsigh	1. reveal	 disclose	 make manifest. 2. publish
seol	≈ navigate. 1. sail. 2. send	 dispatch; direct	 guide. 3. address
seas	stand
aithin	recognize
léigh	read
braith	1. perceive	 feel. 2. spy out	 note. 3. betray. 
líon	fill
fill	return
scaoil	release	 loosen
maraigh	kill
fear	2	 v.t. (pp. ~tha). 1. Grant	 provide. Fáilte a fhearadh roimh dhuine	 to accord a welcome to s.o. 2. Pour out	 give forth	 shed. Ag ~adh na ndeor	 shedding tears. D’fhear sé a fhearg orthu	 he vented his anger on them. D’fhear sé sneachta trom	 there was a heavy fall of snow. 3. Wage. Cogadh a fhearadh	 to wage war. ~adh cath eatarthu	 a battle was fought between them. 4. Perform	 execute; hold	 observe. Lit:~adh aonach leo	 a fair was held by them. D’fhear sé cleas	 he performed a feat. ~adh a chluiche caointe	 his funeral rites were held. 5. Affect; benefit. Bhí an deoch ag ~adh air	 the drink was taking effect on him. Tá sé ag ~adh air le fada	 it has been affecting him for a long time. Is gairid go mbeidh a chlann ag ~adh air	 his children will soon be a help to him. 6. Excrete.
ciallaigh	1. mean	 signify. 2. explain	 interpret.
áirigh	count
nigh	wash
bris	break
measc	1. mix; mix up. 2. stir.
tagair	1. refer	 allude. 2. mention.
oscail	open
breathnaigh	"1. observe	 examine. 
[C] 2. look at	 watch. 
3. look	 appear."
cuimhnigh	remember
coinnigh	keep
fiafraigh	ask
roinn	1. Divide. (a) Separate into parts. (b) share	 apportion.
spreag	urge	 incite
cum	compose/create
rith	run
socraigh	settle; arrange (socraigh ar mhias = arrange the dish(es) ?)
cónaigh	dwell
cruthaigh	1. create. 2. form. 3. prove.
taitin	shine
mór	1. magnify; exalt	 extol. 2. increase
mínigh	1. smooth	 polish; 2. Make gentle	 assuage	 quiet. 3. Explain	 expound	 interpret. 
íoc	heal	 cure
íoc	pay
cuireadh	(1) to invite	 issue an invitation to; (2) to summon someone to a meeting; (3) to challenge to a fight
dóigh	burn
fógair	announce
luigh	lie down
pós	marry
freagair	answer
buaigh	[vt][vi] 1. win	 gain
stop	1. stop. 3. stay	 lodge. 4. stop up (a hole)
oibrigh	work
imir	play
mothaigh	1. feel. 2. sense	 perceive. 3. hear.
fás	grow
athraigh	1. change	 alter. 2. move.
ceannaigh	buy
roghnaigh	choose	 select
bronn	award. grant	 bestow
sroich	reach	 attain
tuill	earn (money)	 deserve
can	chant	 sing
bog	move; soften
dún	close
éist	listen
bailigh	gather	 collect
aontaigh	1. unite. 2. assent	 agree. 3. fit. 4. cohabit 
ith	eat
ardaigh	raise	 elevate	 ascend	 carry
críochnaigh	[vt] [vi] finish; complete	 accomplish
gearr	cut
cuidigh	1. (lit) share. 2. help.
díol	sell
smaoinigh	think
siúil	walk
airigh	hear
diúltaigh	[vt] [vi] 1. deny	 refuse.
dein	(1) to do	 to make; (2) to perform	 to execute
nocht	1. (a) bare	 strip. 2. become visible	 appear.
sín	stretch  4. Stretch forth; hold out	 proffer. "pass to me"
samhlaigh	1. imagine
taispeáin	show
ceadaigh	1. permit	 allow. 2. ask permission	 consult.
ól	drink
iniúch	scrutinize	 audit
pléigh	"plead	 discuss
deal; have to do with; associate with"
géill	(with do) yield	 submit; surrender
múin	teach	 instruct
soláthair	gather
dírigh	1. straighten
amharc	[U] look
sonraigh	1. specify. 2. take notice of.
leath	1. spread. 2. open wide. 3. become confused	 indistinct. 4. perish. 5. (lit) halve	 divide.
las	light
foghlaim	learn
dearc	look	 behold; regard	 consider
aimsigh	1. aim. 2. hit. 3. find	 locate. 4. attack. 5. tempt.
ainmnigh	1. name. 2. nominate. 3. specify.
alt	(1) to articulate	 to join
eagraigh	1. arrange	 organize. 2. set	 ornament.
togh	1. choose	 select. 2. elect.
scrios	destroy
scaip	scatter; distribute; spread; dissipate
admhaigh	1. acknowledge. 2. confess.
comhlíon	fulfil. 1. perform	 observe. 2. complete. 3. satisfy.
tosnaigh	(1) to begin	 to start; (2) to commence.
glaoigh	call. 1. cry out. 2. summon.
ceangail	tie	 bind
aistrigh	"change
aistrigh1	 v.t. & i. 1. Move; transfer	 translate. Troscán a aistriú	 to shift furniture. Duine a aistriú (ó	 go)	 to transfer s.o. (from	 to). Airgead	 maoin	 a aistriú	 to transfer money	 property. Pobal a aistriú	 to transplant people	 a population. Easpag a aistriú	 to translate a bishop. Cónaí a aistriú	 to move house. Tá an ghaoth ag aistriú	 the wind is changing. Ná h~ an scéal sin	 don’t carry that story (to other ears). 2. (Of figures	 music	 etc.) Transpose. 3. Journey	 travel. ~ liom sa ród	 take the road along with me. 4. Ling: Translate. Leabhar a aistriú go Gaeilge	 to translate a book into Irish.
- transfer universities"
cleacht	1. perform habitually. 2. practice. 3. (theater) rehearse.
cabhair	Emboss	 chase.
iompaigh	"1. turn. 2. Invert	 reverse. 3. Avert. 4. return. 5. change.
see tiontaigh"
cosain	protect
oir	suit	 fit	 adapt; (as of clothes)
leasaigh	1. amend	 reform. 2. (a) cure	 preserve. (b) dress	 curry. (c) flavor  3. manure	 fertilize.
foráil	(Lit) command	 enjoin
croith	1. shake. 2. scatter	 sprinkle.
eisigh	issue
croch	hang
beartaigh	1. (Lit) cast. 2. poise	 brandish. 3. plan	 contrive.
réitigh	1. level;  2. Unravel	 disentangle	 free. 4. Solve	 resolve	 elucidate
ordaigh	order
éiligh	1. claim	 demand. 2. complain.
bac	1. balk	 hinder. 3. heed.
cothaigh	1. feed	 nourish. 2. stir up	 promote. 3. maintain; hold fast.
méadaigh	increase
dúisigh	awake
meall	1. beguile	 charm; entice. 2. delude	 deceive; disappoint.
stad	stop
coimeád	keep. 1. observe. 2. guard. 3. retain.
freastail	attend (go to); attend (wait on); apply oneself to
dearbhaigh	1. Declaration. 2. Affirmation or attestation. 3. Confirmation or assurance.
scar	spread
caoin	1. keen	 lament. 2. cry	 weep.
cáin	censure
crom	bend	 stoop
teip	fail
sáraigh	1. violate. 2. thwart. 3. (of "constaicí"	 obstacles; "bás"	 death) surmount
cinntigh	make certain
gluais	move
glan	clean
brúigh	1. press. 2. push	 shove. 3. crush.
riar	administer
séid	blow
éalaigh	[vi] 1. escape. 2. evade. 3. abscond. 4. elope.
cluin	hear
dear	design
gnóthaigh	1. work	 labor. 2. win	 gain. 
pléasc	1. explode. 2. bang.
feidhmigh	[vt] [vi] 1. Function; act	 officiate. 2. Execute	 enforce	 apply.
iompair	carry	 convey	 transport
craol	1. announce	 proclaim. 2. broadcast.
tacaigh	support; back	 hold up
folaigh	1. hide	 cover. 2. include.
poibligh	publicize
fáisc	squeeze
báigh	drown
tairg	offer; proffer; ≈ sell
eascair	1. spring	 shoot	 sprout. 2. (of day) break.
sínigh	1. sign (a letter	 a contract). 2. (literature) signify	 indicate
tabhaigh	earn	 deserve
teith	flee
sil	loosen
scairt	1. shout	 call. 2. burst out.
séan	A. mark with sign. B. deny.
fulaing	suffer
codail	sleep
scrúdaigh	examine
éag	die	 decay
fáiltigh	1. (lit) rejoice. 2. welcome.
stán	stare
seachain	[vt] [vi] (1. avoid	 evade	 shun. 2. take care; guard	 shield. 3. yield)
tréig	abandon
clúdaigh	cover
ionsaigh	attack
maígh	state	 declare
saothraigh	1. Labour	 toil. 2. (a) Work	 till	 cultivate. (b) Bring into cultivation	 reclaim. (c) Cultivate	 develop. 3. Earn. 4. To work one’s way. 5. To work in	 to manoeuvre.
comhair	count	 calculate
druid	1. close	  shut.
láigh	"[vi] to dawn / become day
<small>dawn broke over the hills = bhí sé ag láchan ar na cnoic</small>
<aside>another way using ‘to sprout’: tá an lá ag eascairt = the day is breaking</aside>"
tuairiscigh	[vt] (Journalism) report
meabhraigh	1. commit to memory. 2. recall	 remind.
dealraigh	1. shine. 2. appear. 3. judge (by appearance).
laghdaigh	lessen	 reduce
tiontaigh	"turn. (as in	 ""turn left"") 1. revolve; change direction. 2. invert	 reverse. 3. return.
see iompaigh"
dáil	portion out
gortaigh	(verb transitive) to hurt or injure someone or something	 either physically or mentally; (verb transitive) to cause harm or damage.
forbair	[vt] [vi] 1. develop. 2. (math) expand
ríomh	compute; count
lorg	seek; track
breac	1. Speckle	 dapple. 2. Mark with letters	 figures; write. 3. Lighten	 change	 in colour. 4. Carve	 engrave
tionóil	collect
ceistigh	[vt] [vi] question	 interrogate
gníomhaigh	"1. to act
2. activate"
preab	1. start	 spring	 jump. 2. (of ball) bounce. 3. throb.
réigh	solve/clear
goill	(with ar) grieve	 pain; afflict
cruinnigh	gather	 assemble
pioc	1. pick. 2. preen	 spruce. 3. pluck (bird).
ullmhaigh	make	 prepare (eg. a sandwich)
gin	give birth	 germinate. generate.
feil	suit	 oblige
beannaigh	bless
gráigh	love
múscail	awake
doirt	pour	 spill; shed (blood)
sáigh	thrust
troid	fight
déileáil	deal (with)
cabhraigh	help
seinn	play (music)
póg	kiss
gair	call
ceil	conceal
teann	tighten
múch	"smother; extinguish	 put out
turn off (""an fhuaim""	 the noise (of an alarm) )"
guigh	pray
tost	become silent
nasc	tie	 bind; link
díbir	banish
saolaigh	1. [AUT] be born. 2.deliver. 3. give length of life.
rialaigh	rule. 1. govern	 control. 3. regulate
pill	(1) to shell	 to peel; (2) to cover with a shell
baist	1. baptize. 2. name. 3. add water to.
goid	steal
claon	[vt] [vi] 1. incline; yield 2. pervert
geal	1. whiten	 brighten. 2. (fig) make	 become	 glad	 happy.
cuimil	[vt] [vi] 1. Rub; stroke	 fondle; wipe.
réab	tear	 rend	 rip up
trácht	travel; discuss
deonaigh	grant	 consent; vouchsafe
blais	taste
tráigh	ebb
sásaigh	please (eg. others) ; satisfy; feed
bréan	[vt] [vi] 1. Pollute. 2. Putrefy
slog	1. swallow. 2. engulf. 3. sink	 recede. 4. absorb quickly. 5. accept eagerly.
sleamhnaigh	1. slide	 slip. 2. go unnoticed. 3. smooth.
fóir	help
scuab	sweep
mill	spoil; mar	 ruin
corraigh	stir
staon	stop	 desist
cuimsigh	"[vt] 1. Comprehend; connote; comprise	 include. 
2. Ph: Concentrate. 
3. (a) Arrange	 control	 limit. 
(b)Mth: Bound."
tiomáin	[vt] [vi] drive
sciob	snatch
gob	1. Peck (ar	 at). 2. (a) Project. 3. (Of plants) Spring	 shoot	 sprout.
borr	swell	 grow
triail	try
ruaig	1. chase	 put to flight. 2. (with ar) attack. 3. punch out.
leigheas	heal
scoilt	split
gáir	laugh	 shout
maolaigh	1. make	 become	 bare or bald. 2. blunt. 3. lower	 flatten.
tuirling	descend
lúb	[vt] [vi] bend	 loop
fostaigh	1. catch	 hold fast	 grip. 2. engage	 retain in service; hire	 employ.
iasc	fish
béic	cry out
scoir	unyoke
deimhnigh	certify; affirm
gléas	adjust	 dress
luasc	swing	 oscillate
tacht	choke; strangle
sceith	1. vomit. 2. spawn. 3. overflow. 4. disseminate.
ísligh	lower	 depress
treoraigh	1. guide	 lead	 direct.
cíor	1. comb. 2. examine minutely	 search.
leathnaigh	widen	 extend
clis	stop working
vótáil	[vt] [vi] vote
áitigh	occupy	 argue;settle down to
bagair	1. brandish. 2. beckon. 3. threaten.
scanraigh	1. rout. 2. frighten. 3. take fright.
simpligh	simplify
sábháil	save
bolg	bolg2	 v.t. & i. (vn. ~adh m	 gs. & pp. ~tha). 1. Bulge. Rud a bholgadh	 to bulge	 swell out	 sth. Seolta a bholgadh	 to fill	 swell	 sails. Muinchillí a bholgadh	 to puff out sleeves. Balla	 carraig	 ag ~adh (amach)	 wall	 rock	 bulging (outwards). Farraige bholgtha	 swollen	 heaving	 sea. 2. Blister. Péint ag ~adh	 paint blistering.
brostaigh	1. hasten	 urge. 2. hurry.
sann	[vt] (Jur) assign
oil	nurture
santaigh	covet
sealbhaigh	"1. possess; gain. 2. acquire
agus iad ag sealbhú dhá theanga – ""while acquiring two languages"""
toiligh	will	 consent	 agree
coisc	prevent
taithigh	1. frequent; consort (le	 with). 2. become accustomed to.
díobh	harm
táirg	produce	 manufacture
cnag	knock
greamaigh	1. attach	 fix	 fasten. 2. become stuck. 3. grasp	 seize.
léim	jump
at	swell	 bloat
múnlaigh	1. mould. 2. form	 shape.
tionscain	1. begin	 originate. 2. contrive	 attempt
taifead	(to) record
cláraigh	1. flatten	 beat. 2. tabulate	 list	 register
cuntais	count
cloígh	[vt] to subdue
cloígh	To stick to work or a task. 2. To cling to people or groups. 3. To abide by a promise.
síolraigh	[vt] [vi] 1. breed	 propagate.
togair	"desire	 choose	 attempt
Ar togradh	 at will. (Var:togra m)"
scread	scream
dearg	1. redden. 2. blush	 flush. 3. blaze	 shine	 glow
snámh	swim
dearmad	forget; overlook
taistil	travel
gread	"1. strike	 hit. 2. sting	 scorch.
≈ crash (of waves)"
treabh	plough
triomaigh	dry
leáigh	melt
comhairligh	1. advise	 counsel. 2. decide	 resolve.
daingnigh	Fortify; strengthen	 secure; make fast	 fix; confirm	 consolidate. 
scag	1. strain	 filter. 2. drain off. 3. refine.
sciorr	1. slip	 slide	 slither.
teilg	cast	 throw
básaigh	1. put to death. 2. die.
trasnaigh	1. cross	 traverse. 2. contradict.
dreap	climb
ciontaigh	1. blame	 accuse. 2. convict. 3. transgress.
neartaigh	strengthen
impigh	entreat	 supplicate
fair	watch. 2. Look out for	 await	 expect. 3. Impend over	 threaten. 4. Wake (of the dead):
cuardaigh	search
liostaigh	list	 enumerate
aithris	recite; narrate
fliuch	(adjective) wet; (verb transitive & intransitive) to wet	 as in wetting clay	 cloth	 or one's head.
scríob	scrape	 scratch
tapaigh	quicken; grasp quickly; hurry
lonnaigh	[vi] Become angry. ~ faoi	 uime	 he flew into a passion.
lonnaigh	settle
cúlaigh	move back; reverse	 retreat
fionn	fionn4	 v.t. & i. 1. Make white	 whiten. 2. Clear	 brighten. Tá an lá ag ~adh thoir	 the day is breaking	 brightening	 in the east. 3. Scorch	 singe; set alight.
fionn	fionn5	 v.t. 1. Ascertain	 discover. Rud a fhionnadh ar	 ó	 dhuine	 to find out sth. about	 from	 s.o. Ná ~adh d’athair ort é	 you had better not let your father find out about it. D’fhionnamar a n-ainmneacha uaidh	 we got to know their names from him. ~aim an bhréag air	 I can see that he is lying. Go bhfionna cách do dhúthracht	 so that all may see whether you are in earnest. Jur:Ciste ~ta	 treasure trove. 2. Contrive	 invent.
achtaigh	enact	 decree
rianaigh	1. mark out	 trace. 
loisc	burn
taobhaigh	(often with le) 1. approach. 2. side with. 3. resort to.
súigh	absorb	 suck
goin	(a) Literary. wound. (b) Wound; stab	 sting	 hurt.
dúnmharaigh	murder
neamhnigh	Nullify	 annul	 quash	 annihilate.
pleanáil	plan	 scheme
eitil	1. fly; flutter. 2. (Of flame) Flicker.
cúisigh	accuse
triall	travel
cóirigh	1. arrange	 dress. 2. mend	 repair.
comhfhreagair		 v.t. (pres. -graíonn	 vn. ~t).Correspond. Ag ~t a chéile	 dá chéile	 corresponding	 harmonizing	 with each other.
loit	hurt	 damage
tum	dip	 immerse
sméid	beckon/nod
feall	betray
creim	corrode/gnaw
crap	shrink
teagmhaigh	happen
tuairimigh	[vt] [vi] (opine	 conjecture)
feabhsaigh	improve
stróic	1. tear	 rend. 2. perform with great speed.
treisigh	strengthen
údaraigh	1. authorize. 2. originate.
teagasc	teach
maisigh	adorn	 decorate
aor	satirize
tuar	augur	 predict
tuar	bleach
caoch	[vt] [vi] 1. Blind; daze; dazzle.
caoch ar _	wink at _
éascaigh	[vt] [vi] 1. Make easy. 2. Hurry	 expedite. éascaigh leat	 hurry along. éascaigh	 éascaigh! Quick	 quick!
seachaid	deliver
lobh	decay
corn	[vt] roll	 coil
goil	"go [Connacht][Donegal] 
Níl sé ag goil ag déanamh leas do thada (It is not going to do any good for anything) [Siadhail 1991 p.297]"
goil	weep	 cry softly
scóráil	score
áirithigh	ensure
tíolaic	bestow
taibhsigh	[vi] 1a. loom. 1b. appear	 seem. 2 (used autonomously with "do") 2a. have a presentiment (that). 2b. seems to one (that)
toirmisc	prohibit; prevent	 hinder
alp	1. swallow whole	 devoir. 2. grab.
geit	jump	 start
saor	1. (lit) raise to free status. 2. free	 liberate. 3. save	 redeem. 4. acquit.
céas	1. crucify. 2. torment. 3. suffer agony.
adhlaic	bury
soilsigh	1. shine. 2. light	 illuminate. brighten.3. enlighten.
bealaigh	grease
bearr	shave
prioc	prick
scoith	1. cut off	 lop	 sever. 2. break apart. 3. tear up. 4. shed.
comhoibrigh	cooperate	 collaborate
loic	"Flinch or fail.
Shirk or refuse.
Default or break down."
breithnigh	(jur) adjudge
géaraigh	sharpen
fuaraigh	cool; relieve; become indifferent
scean		 v.t. & i. (vn. ~adh	 gs. ~ta). Knife; stab	 cut up	 flay. Prátaí	 feoil	 a ~adh	 to cut up potatoes	 meat. Duine a ~adh	 to knife s.o.; to flay s.o. with the tongue.
cáiligh	qualify
tomhais	measure
steall	splash; pour
fuadaigh	abduct
beathaigh	feed	 nourish; rear
péinteáil	 v.t. & i. (pres. -álann). Paint. Balla a phéinteáil	 to paint a wall. Radharcra a phéinteáil	 to paint scenery.
aisghair	repeal
sainigh	define
marcáil	1. mark. 2. mark out	 plot.
gríosaigh	fire	 inflame; spur	 incite
creach	plunder
scinn	1. start	 spring. 2. dart	 rush. 
fiosraigh	inquire; inquire about; inquire into	 explore
spréigh	spread
ídigh	1. use	 use up	 wear out. 2. expend. 3. abuse	 destroy.
roll	1. roll. 2. form into roll.
seirbheáil	2	 v.t. (pres. -álann).1. Serve (with legal document)	 summons. Duine a sheirbheáil	 to serve a summons on	 to summons	 s.o. 2. Serve	 meet needs of. Is olc atá mé ~te	 I am badly served. Baoite a sheirbheáil	 to put on bait.
bíog	energize
fuaigh	1. sew. 2. bind	 stick	 unite (do	 to)
slóg	mobilize
ciap	Harass	 annoy; torment
ceartaigh	1. correct. 2. compose	 arrange. 3. expound. 4. mend.
poll	hole; pierce	 bore
caomhnaigh	cherish; preserve	 conserve
stiúir	steer
ciúnaigh	calm	 pacify
moilligh	[vt] [vi] (1. delay; slow.) ; pause	 stop temporarily
cúitigh	compensate; requite
ofráil	offer
coincheap	2	 v.t. (vn. ~adh m	 gs. & pp. ~tha).Phil: Conceive.
nótáil	[vt] to note
síothlaigh	1. strain	 filter. 2. drain away. 3. expire	 die.
srian	[vt] Bridle; curb	 restrain.
bréag	cajole
fíneáil	[vt] to fine
éigh	scream	 cry; complain
seiceáil	check	 test
gearán	complain
slánaigh	1. make whole	 redeem.  2. (a) Complete	 attain.
lagaigh	weakening	 slackening	 or reduction
aisíoc	repay	 refund
láimhseáil	[vt] Manage	 handle.
urramaigh	"[vt] 1. Respect	 revere. 2. Act according to	 observe.
Cúnant a urramú	 to observe a covenant."
cros	1. cross. 2. prohibit	 forbid. 3. contradict
crith	[vi] shake	 tremble
traenáil	[vt] [vi] to train
cart	"cleaning	 clearing	 or removing something.
Leath: Tan. To tan a strip of hide.
Scrape clean. To scrape the skin or dirt off something.
Clear away. To clean out a byre	 clear a trench	 or remove stones	 gravel	 snow	 etc.
Root. (Of swine	 etc.) To root.
= coirtigh. To peel or strip bark."
umhlaigh	humble
craobhscaoil	disseminate	 propagate	 broadcast
maoinigh	to fund
fiuch	boil
lasc	1. lash. 2. kick	 strike. 3. dash	 rush.
plúch	1. smother	 stifle. 2. (of snow) fall thickly.
lámhach	shoot
bréagnaigh	contradict	 refute	 belie
meil	grind
carn	accumulate
suaith	v.t. & i. (pp. -ite). 1. (a) Mix	 knead. Moirtéal a shuaitheadh	 to mix mortar. Taos	 plúr	 a shuaitheadh	 to knead dough	 flour. ~ go maith ina chéile iad	 mix them well together. (b) Shuffle. Na cártaí a shuaitheadh	 to make the cards. 2. (a) Knead	 exercise. Matáin a shuaitheadh	 to knead muscles. Na géaga a shuaitheadh	 to exercise the limbs. (b) Toss about	 distress	 tire. Ná ~ thú féin leis an obair throm sin	 don’t overtax yourself with that heavy work. Bhí mé suaite i ndiaidh an lae	 I was exhausted after the exertions of the day. Is mór a shuaith an saol é	 life has knocked him about a lot. 3. (a) Mix	 confuse; agitate	 disturb. An t-aer a shuaitheadh	 to disturb the air. Poll uisce a shuaitheadh	 to muddy a pool of water. Uiscí suaite	 seething waters. Tá an fharraige suaite	 the sea is agitated. Tá an tír suaite acu	 they have the country in a turmoil. Tá a aigne suaite	 his mind is fuddled. (b) Discuss	 debate. Ceist a shuaitheadh	 to discuss a question. Ag ~eadh an tsaoil	 discussing the affairs of life. Níl an scéim sin le ~eadh a thuilleadh	 there is to be no further debate on that scheme.
cúr	[vt] Chastise	 punish; scourge.
malartaigh	1. (lit) destroy. 2. change. 3. exchange	 barter.
damhsaigh	dance
comhlánaigh	complete	 complement
bláthaigh	blossom	 bloom
srac	pull	 tear
cráigh	annoy	 torment
maslaigh	insult	 affront	 abuse
mionnaigh	swear
oirnigh	A. 1. (eccles.) ordain. 2. inaugurate	 enthrone. 3. order	 arrange. B. cut in bits.
buanaigh	[vt] perpetuate
tástáil	taste
fuascail	[vt] (1. release	 deliver. 2. redeem	 random. 3. solve.)
brúcht	[vi] (1. belch	 eructate. 2. burst forth	 erupt)
cac	poop
cumhdaigh	protect
saoirsigh	A. work (stone	 wood	 metal). B. cheapen.
náirigh	shame	 embarrass
frioch	fry; fry (an egg)
séalaigh	seal
bácáil	bake
eitigh	refuse
taisc	lay up	 store
fíoraigh	"[vt] 1. Verify. Ráiteas a fhíorú	 to confirm	 bear out	 a statement. 
2. Fulfil. Tairngreacht a fhíorú	 to fulfil a prophecy. Rud nár fíoraíodh	 sth. that did not come to pass."
fíoraigh	v.t. 1. Figure	 outline. 2. Prefigure	 symbolize; portend.
ráthaigh	"[vi] to guarantee

figh	weave
cealaigh	1. do away with; hide, steal. 2. rescind, cancel. 3. consume.
dealaigh	1. part, separate. 2. distinguish, differentiate.
scall	1. scald. 2. scold. 
grian	(1) to sun oneself; (2) to solarize
agair	avenge, plead
tolg	1. attack. 2. brew, gather. 3. contract, catch.
saighid	incite
searr	stretch, extend
lom	1. lay bare; strip, denude. 2. become bare.
liostáil	enlist
meáigh	1. balance, weight. 2. estimate.
dreach	[vt]  1. Delineate, portray. 2. Theater: Make up.
tréaslaigh	congratulate
fabhraigh	[vi] (With do) Favour. Bhí an aimsir ag fabhrú dúinn, the weather was in our favour.
fabhraigh	[vi] Form, develop. Éan ag fabhrú san ubh, a bird forming in the egg. Smaoineamh, rún, ag fabhrú i gceann, in intinn, duine, an idea, an intention, forming in s.o.’s head, mind.
fuin	"[vi] to knead
<li>to set

mún	urinate
deifrigh	hurry	 hasten
eachtraigh	A. 1. fare forth. 2. banish. B. relate	 narrate.
basc	bash	 crush
deisigh	1. {† deasaigh}. 2. mend	 repair.
folmhaigh	[vt] (1. empty	 discharge	 exhaust. 2. (medical) purge	 evacuate.)
cúb	1. coop. 2. bend. 3. cower	 shrink.
ionadaigh	to represent
timpeallaigh	1. go round. 2. encircle. 3. belt	 gird. 4. circumvent.
sníomh	spin
tochail	excavate
spíon	1. comb; pull apart. 2. search	 ransack.
lochtaigh	fault	 blame
srann	1. snore. 2. snort. 3. wheeze.
dathaigh	paint
peacaigh	sin
reáchtáil	organize/ host  1. Ag ~ (i rás	 thart	 amach is isteach)	 running (in a race	 about	 in and out). 2. Damhsa	 scoil	 siopa	 a ~	 to run a dance	 a school	 a shop.
fiach	hunt
neadaigh	1. nest. 2. nestle. 3. bed	 set.
tiomnaigh	1. bequeath. 2. enjoin. 3. commend.
móidigh	vow
leon	1. sprain. 2. injure	 wound.
tiomsaigh	1. collect. 2. assemble. 3. rummage.
feistigh	1. arrange	 adjust. 2. fasten	 secure	 moor.
truailligh	corrupt	 contaminate
rop	1. thrust	 stab. 2. dart	 dash.
slíoc	1. stroke	 smooth. 2. blandish.
sciúr	1. scour	 scrub	 polish. 2. lash.
claochlaigh	1. change for the worse. 2. metamorphose.
cronaigh	"Find fault with; correct	 reprove
Notice absence of; miss
Overlook; bewitch"
bánaigh	1. whiten. 2. bleach. 3. blanch. 4. dawn. 5. empty. 6 lay waste.
téacht	freeze; congeal
coisric	consecrate
spáráil	spare
díon	v.t. 1. Protect	 shelter; cover against elements. 2. Make watertight; proof. 3. Roof	 thatch. 4. Immunize.
bruith	boil; boil (an egg)
machnaigh	think	 reflect
tál	secrete	 shed	 pour; yield milk
dréachtaigh	draft (eg. a bill)
folc	1. to bathe. 2. pour down	 shed. 3. dip	 immerse; submerge
máirseáil	1. march. 2. parade	 perambulate.
smachtaigh	control	 restrain
comharthaigh	[vt] Mark; indicate (go	 that); signify	 designate.
cumasaigh	enable	 empower
taosc	1. bail. 2. shovel.
coscair	slaughter	 mangle
ceansaigh	appease	 pacify; tame	 control
salaigh	dirty	 defile
díscaoil	[vt] [vi] Unloose	 disperse	 dissolve	 disintegrate
aibigh	ripen	 mature
insteall	inject
cócaráil	cook
dámh	concede
cnuasaigh	forage	 gather	 collect
tuaslaig	dissolve
dícháiligh	disqualify
fadaigh	"A. 1. (of fire) kindle. 2. build up	 incite. 3. erect.
B. lengthen	 extend	 prolong ( < fad)"
cneasaigh	form a scar; heal
rinc	dance
síob	1. (of wind) blow. 2. blow up. 3. drift. 4. (of bees) migrate.
táthaigh	1. weld	 solder. 3. set	 solidify. 4. Coalesce	 unite.
meath	decline
